city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Cricklade,51.6410,-1.8560,United Kingdom,GB,Wiltshire,,4227,4227
Barton under Needwood,52.7630,-1.7270,United Kingdom,GB,Staffordshire,,4225,4225
Hope,53.1077,-3.0366,United Kingdom,GB,Flintshire,,4224,4224
Madeley,53.0010,-2.3410,United Kingdom,GB,Staffordshire,,4222,4222
Crowland,52.6768,-0.1688,United Kingdom,GB,Lincolnshire,,4211,4211
Bulford,51.1900,-1.7610,United Kingdom,GB,Wiltshire,,4201,4201
Hugglescote,52.7110,-1.3710,United Kingdom,GB,Leicestershire,,4189,4189
Porthmadog,52.9270,-4.1320,United Kingdom,GB,Gwynedd,,4185,4185
Cardigan,52.0842,-4.6579,United Kingdom,GB,Ceredigion,,4184,4184
Whittington,53.2600,-1.4300,United Kingdom,GB,Derbyshire,,4181,4181
Ferndale,51.6610,-3.4480,United Kingdom,GB,Rhondda Cynon Taff,,4178,4178
Grenoside,53.4410,-1.5020,United Kingdom,GB,Sheffield,,4177,4177
Castle Douglas,54.9410,-3.9290,United Kingdom,GB,Dumfries and Galloway,,4174,4080
Copmanthorpe,53.9160,-1.1330,United Kingdom,GB,York,,4173,4173
Loudwater,51.6060,-0.6923,United Kingdom,GB,Buckinghamshire,,4170,4170
Ashburton,50.5170,-3.7510,United Kingdom,GB,Devon,,4170,4170
Wingate,54.7349,-1.3801,United Kingdom,GB,Durham,,4168,4168
Bagillt,53.2680,-3.1680,United Kingdom,GB,Flintshire,,4165,4165
Bugle,50.3960,-4.7930,United Kingdom,GB,Cornwall,,4164,4164
Horsford,52.7007,1.2412,United Kingdom,GB,Norfolk,,4163,4163
Oystermouth,51.5758,-4.0072,United Kingdom,GB,Swansea,,4160,4160
Beddau,51.5560,-3.3577,United Kingdom,GB,Rhondda Cynon Taff,,4156,4156
Milford,51.1700,-0.6500,United Kingdom,GB,Surrey,,4156,4156
Wootton,52.0987,-0.5319,United Kingdom,GB,Bedford,,4156,4156
Shalford,51.2110,-0.5680,United Kingdom,GB,Surrey,,4142,4142
Howden,53.7441,-0.8634,United Kingdom,GB,East Riding of Yorkshire,,4142,4142
Standon,51.8827,0.0292,United Kingdom,GB,Hertfordshire,,4141,4141
Llanllyfni,53.0450,-4.2820,United Kingdom,GB,Gwynedd,,4135,4135
Keele,53.0044,-2.2871,United Kingdom,GB,Staffordshire,,4129,4129
Bolton le Sands,54.1040,-2.7910,United Kingdom,GB,Lancashire,,4127,4127
Llantarnam,51.6360,-3.0056,United Kingdom,GB,Torfaen,,4125,4125
Terrington Saint Clement,52.7546,0.2947,United Kingdom,GB,Norfolk,,4125,4125
Mauchline,55.5160,-4.3790,United Kingdom,GB,East Ayrshire,,4105,4010
Skellow,53.5800,-1.1900,United Kingdom,GB,Doncaster,,4103,4103
Lambourn,51.5090,-1.5310,United Kingdom,GB,West Berkshire,,4103,4103
Lennoxtown,55.9740,-4.2060,United Kingdom,GB,East Dunbartonshire,,4094,4094
Newton Stewart,54.9580,-4.4920,United Kingdom,GB,Dumfries and Galloway,,4092,4080
Jedburgh,55.4770,-2.5460,United Kingdom,GB,"Scottish Borders, The",,4090,4030
Boston Spa,53.9040,-1.3500,United Kingdom,GB,Leeds,,4079,4079
Pwllheli,52.8870,-4.4180,United Kingdom,GB,Gwynedd,,4076,4076
Invergordon,57.6879,-4.1570,United Kingdom,GB,Highland,,4075,3980
Saltford,51.4015,-2.4592,United Kingdom,GB,Bath and North East Somerset,,4073,4073
Bare,54.0760,-2.8370,United Kingdom,GB,Lancashire,,4067,4067
Cowbridge,51.4605,-3.4480,United Kingdom,GB,"Vale of Glamorgan, The",,4063,4063
Cold Ash,51.4240,-1.2640,United Kingdom,GB,West Berkshire,,4063,4063
Theydon Bois,51.6713,0.1034,United Kingdom,GB,Essex,,4062,4062
Thrybergh,53.4500,-1.3000,United Kingdom,GB,Rotherham,,4058,4058
Easington,54.8060,-1.4323,United Kingdom,GB,Durham,,4044,4044
Baxenden,53.7340,-2.3410,United Kingdom,GB,Lancashire,,4042,4042
Hesketh Bank,53.7080,-2.8490,United Kingdom,GB,Lancashire,,4041,4041
Altarnun,50.6030,-4.5110,United Kingdom,GB,Cornwall,,4038,4038
Bar Hill,52.2539,0.0228,United Kingdom,GB,Cambridgeshire,,4032,4032
Brundall,52.6244,1.4337,United Kingdom,GB,Norfolk,,4019,4019
Branston,53.1944,-0.4717,United Kingdom,GB,Lincolnshire,,4019,4019
Willingham,52.3200,0.0700,United Kingdom,GB,Cambridgeshire,,4015,4015
Kemsing,51.3071,0.2252,United Kingdom,GB,Kent,,4014,4014
Wraysbury,51.4580,-0.5520,United Kingdom,GB,Windsor and Maidenhead,,4011,4011
Chudleigh,50.6040,-3.6050,United Kingdom,GB,Devon,,4011,4011
Lockerbie,55.1200,-3.3570,United Kingdom,GB,Dumfries and Galloway,,4009,4009
Woodhall Spa,53.1515,-0.2183,United Kingdom,GB,Lincolnshire,,4003,4003
Kings Worthy,51.0878,-1.2953,United Kingdom,GB,Hampshire,,4000,4000
Blaenau-Ffestiniog,52.9940,-3.9390,United Kingdom,GB,Gwynedd,,4000,4000
Kilmacolm,55.8941,-4.6271,United Kingdom,GB,Inverclyde,,4000,4000
Sible Hedingham,51.9667,0.5833,United Kingdom,GB,Essex,,3994,3994
Warboys,52.4000,-0.0700,United Kingdom,GB,Cambridgeshire,,3994,3994
Saxilby,53.2714,-0.6560,United Kingdom,GB,Lincolnshire,,3992,3992
Banff,57.6670,-2.5240,United Kingdom,GB,Aberdeenshire,,3991,3991
Hadlow,51.2303,0.3404,United Kingdom,GB,Kent,,3983,3983
Ormesby Saint Margaret,52.6746,1.6975,United Kingdom,GB,Norfolk,,3974,3974
Broomfield,51.7650,0.4710,United Kingdom,GB,Essex,,3971,3971
Bisley,51.3300,-0.6400,United Kingdom,GB,Surrey,,3965,3965
Higham,51.4150,0.4630,United Kingdom,GB,Kent,,3962,3962
Elm,52.6300,0.1800,United Kingdom,GB,Cambridgeshire,,3962,3962
Penn,51.6330,-0.6810,United Kingdom,GB,Buckinghamshire,,3961,3961
Elmswell,52.2372,0.9113,United Kingdom,GB,Suffolk,,3950,3950
Mytholmroyd,53.7300,-1.9810,United Kingdom,GB,Calderdale,,3949,3949
Bakewell,53.2130,-1.6759,United Kingdom,GB,Derbyshire,,3949,3949
Ynysddu,51.6267,-3.1861,United Kingdom,GB,Caerphilly,,3948,3948
Auchterarder,56.2932,-3.7061,United Kingdom,GB,Perth and Kinross,,3945,3945
Ushaw Moor,54.7780,-1.6457,United Kingdom,GB,Durham,,3941,3941
Deganwy,53.2980,-3.8310,United Kingdom,GB,Conwy,,3936,3936
Tayport,56.4467,-2.8796,United Kingdom,GB,Fife,,3920,3810
Coggeshall,51.8717,0.6913,United Kingdom,GB,Essex,,3919,3919
Long Melford,52.0770,0.7180,United Kingdom,GB,Suffolk,,3918,3918
Shedfield,50.9150,-1.2091,United Kingdom,GB,Hampshire,,3914,3914
Long Buckby,52.3030,-1.0810,United Kingdom,GB,Northamptonshire,,3913,3913
Edwalton,52.9120,-1.1120,United Kingdom,GB,Nottinghamshire,,3908,3908
Wheatley,51.7470,-1.1390,United Kingdom,GB,Oxfordshire,,3905,3905
Market Rasen,53.3871,-0.3355,United Kingdom,GB,Lincolnshire,,3904,3904
Hardwicke,51.8139,-2.2847,United Kingdom,GB,Gloucestershire,,3901,3901
Whyteleafe,51.3088,-0.0833,United Kingdom,GB,Surrey,,3900,3900
Whitwell,53.2850,-1.2090,United Kingdom,GB,Derbyshire,,3900,3900
Purton,51.5880,-1.8670,United Kingdom,GB,Wiltshire,,3897,3897
Rothley,52.7090,-1.1360,United Kingdom,GB,Leicestershire,,3897,3897
North Ferriby,53.7200,-0.5078,United Kingdom,GB,East Riding of Yorkshire,,3893,3893
Hartshorne,52.7890,-1.5260,United Kingdom,GB,Derbyshire,,3888,3888
Warmsworth,53.5000,-1.1800,United Kingdom,GB,Doncaster,,3887,3887
Chasetown,52.6700,-1.9200,United Kingdom,GB,Staffordshire,,3885,3885
River,51.1447,1.2797,United Kingdom,GB,Kent,,3876,3876
Hindhead,51.1172,-0.7348,United Kingdom,GB,Surrey,,3874,3874
North Elmsall,53.6090,-1.2820,United Kingdom,GB,Wakefield,,3873,3873
Ticehurst,51.0500,0.4100,United Kingdom,GB,East Sussex,,3873,3873
Kemnay,57.2339,-2.4489,United Kingdom,GB,Aberdeenshire,,3870,3870
Beaufort,51.7970,-3.2060,United Kingdom,GB,Blaenau Gwent,,3866,3866
Coningsby,53.1051,-0.1752,United Kingdom,GB,Lincolnshire,,3864,3864
Mayland,51.6870,0.7540,United Kingdom,GB,Essex,,3855,3855
Pengam,51.6663,-3.2189,United Kingdom,GB,Caerphilly,,3848,3848
Wrockwardine,52.7030,-2.5560,United Kingdom,GB,Telford and Wrekin,,3838,3838
Linthwaite,53.6264,-1.8461,United Kingdom,GB,Kirklees,,3835,3835
Ellesmere,52.9082,-2.8944,United Kingdom,GB,Shropshire,,3835,3835
Capel,51.1540,-0.3210,United Kingdom,GB,Surrey,,3832,3832
Brynna,51.5388,-3.4632,United Kingdom,GB,Rhondda Cynon Taff,,3818,3818
Deanshanger,52.0473,-0.8928,United Kingdom,GB,Northamptonshire,,3817,3817
Bowness-on-Windermere,54.3644,-2.9181,United Kingdom,GB,Cumbria,,3814,3814
Holt,52.9000,1.0900,United Kingdom,GB,Norfolk,,3810,3810
Stratfield Mortimer,51.3730,-1.0370,United Kingdom,GB,West Berkshire,,3807,3807
Somersham,52.3823,0.0006,United Kingdom,GB,Cambridgeshire,,3802,3802
Swanland,53.7399,-0.4905,United Kingdom,GB,East Riding of Yorkshire,,3802,3802
Poringland,52.5655,1.3503,United Kingdom,GB,Norfolk,,3802,3802
Belhelvie,57.2490,-2.0880,United Kingdom,GB,Aberdeenshire,,3802,3802
Upper Beeding,50.8823,-0.3051,United Kingdom,GB,West Sussex,,3798,3798
Stoney Stanton,52.5480,-1.2788,United Kingdom,GB,Leicestershire,,3793,3793
Walton le Dale,53.7460,-2.6650,United Kingdom,GB,Lancashire,,3792,3792
Banks,53.6830,-2.9170,United Kingdom,GB,Lancashire,,3792,3792
Haltwhistle,54.9700,-2.4580,United Kingdom,GB,Northumberland,,3791,3791
Amlwch,53.4060,-4.3410,United Kingdom,GB,Isle of Anglesey,,3789,3789
Tibshelf,53.1430,-1.3450,United Kingdom,GB,Derbyshire,,3787,3787
Watchet,51.1795,-3.3242,United Kingdom,GB,Somerset,,3785,3785
Gullane,56.0370,-2.8270,United Kingdom,GB,East Lothian,,3783,2650
Tenbury,52.3100,-2.5900,United Kingdom,GB,Worcestershire,,3777,3777
Macduff,57.6710,-2.4970,United Kingdom,GB,Aberdeenshire,,3767,3767
Dymchurch,51.0270,1.0000,United Kingdom,GB,Kent,,3752,3752
Tonypandy,51.6223,-3.4512,United Kingdom,GB,Rhondda Cynon Taff,,3750,3750
Wyberton,52.9540,-0.0412,United Kingdom,GB,Lincolnshire,,3747,3747
Worlingham,52.4520,1.5950,United Kingdom,GB,Suffolk,,3745,3745
Auckley,53.5020,-1.0180,United Kingdom,GB,Doncaster,,3745,3745
Lamesley,54.9160,-1.6080,United Kingdom,GB,Gateshead,,3742,3742
Melton,52.1058,1.3317,United Kingdom,GB,Suffolk,,3741,3741
Epworth,53.5250,-0.8200,United Kingdom,GB,North Lincolnshire,,3734,3734
Harewood,53.9000,-1.5100,United Kingdom,GB,Leeds,,3734,3734
Topsham,50.6860,-3.4651,United Kingdom,GB,Devon,,3730,3730
Addingham,53.9333,-1.8833,United Kingdom,GB,Bradford,,3730,3730
Marden,51.1740,0.4940,United Kingdom,GB,Kent,,3724,3724
Messingham,53.5273,-0.6535,United Kingdom,GB,North Lincolnshire,,3718,3718
Spixworth,52.6895,1.3268,United Kingdom,GB,Norfolk,,3718,3718
Sutton-in-Craven,53.8920,-1.9930,United Kingdom,GB,North Yorkshire,,3714,3714
Rhuddlan,53.2940,-3.4640,United Kingdom,GB,Denbighshire,,3709,3709
Feock,50.2060,-5.0500,United Kingdom,GB,Cornwall,,3708,3708
Caddington,51.8631,-0.4568,United Kingdom,GB,Central Bedfordshire,,3703,3703
Garelochhead,56.0810,-4.8300,United Kingdom,GB,Argyll and Bute,,3700,3700
Holton le Clay,53.5055,-0.0585,United Kingdom,GB,Lincolnshire,,3691,3691
Pirbright,51.2860,-0.6390,United Kingdom,GB,Surrey,,3691,3691
Bembridge,50.6897,-1.0889,United Kingdom,GB,Isle of Wight,,3688,3688
Lesmahagow,55.6380,-3.8870,United Kingdom,GB,South Lanarkshire,,3685,3685
Aston Clinton,51.7990,-0.7210,United Kingdom,GB,Buckinghamshire,,3682,3682
Desford,52.6250,-1.2950,United Kingdom,GB,Leicestershire,,3676,3676
Old Brampton,53.2432,-1.4994,United Kingdom,GB,Derbyshire,,3676,3676
Highcliffe,50.7414,-1.6959,United Kingdom,GB,Dorset,,3673,3673
Taff’s Well,51.5454,-3.2702,United Kingdom,GB,Cardiff,,3672,3672
Corbridge,54.9750,-2.0170,United Kingdom,GB,Northumberland,,3672,3672
Lyme Regis,50.7250,-2.9400,United Kingdom,GB,Dorset,,3671,3671
Dobwalls,50.4577,-4.5158,United Kingdom,GB,Cornwall,,3662,3662
Llangollen,52.9700,-3.1700,United Kingdom,GB,Denbighshire,,3658,3658
Maresfield,51.0000,0.0900,United Kingdom,GB,East Sussex,,3656,3656
Pilning,51.5640,-2.6417,United Kingdom,GB,South Gloucestershire,,3647,3647
Saxmundham,52.2150,1.4870,United Kingdom,GB,Suffolk,,3644,3644
Clapham,52.1649,-0.5020,United Kingdom,GB,Bedford,,3643,3643
Llanharry,51.5130,-3.4300,United Kingdom,GB,Rhondda Cynon Taff,,3643,3643
Llanfairfechan,53.2530,-3.9730,United Kingdom,GB,Conwy,,3637,3637
Stoneleigh,52.3514,-1.5147,United Kingdom,GB,Warwickshire,,3636,3636
Penclawdd,51.6410,-4.0977,United Kingdom,GB,Swansea,,3635,3635
Pewsey,51.3390,-1.7650,United Kingdom,GB,Wiltshire,,3634,3634
Whalley,53.8240,-2.4040,United Kingdom,GB,Lancashire,,3629,3629
Kilbarchan,55.8362,-4.5537,United Kingdom,GB,Renfrewshire,,3622,3480
Kilburn,53.0056,-1.4254,United Kingdom,GB,Derbyshire,,3618,3618
Aviemore,57.1940,-3.8230,United Kingdom,GB,Highland,,3613,3240
Wembdon,51.1320,-3.0230,United Kingdom,GB,Somerset,,3613,3613
Haven Street,50.7092,-1.2089,United Kingdom,GB,Isle of Wight,,3613,3613
Wigginton,54.0187,-1.0936,United Kingdom,GB,York,,3610,3610
Newton,51.4840,-3.6790,United Kingdom,GB,Bridgend,,3608,3608
Frizington,54.5560,-3.4710,United Kingdom,GB,Cumbria,,3607,3607
Highley,52.4480,-2.3820,United Kingdom,GB,Shropshire,,3605,3605
Metheringham,53.1391,-0.4034,United Kingdom,GB,Lincolnshire,,3605,3605
Kegworth,52.8369,-1.2836,United Kingdom,GB,Leicestershire,,3601,3601
Anstruther,56.2234,-2.7027,United Kingdom,GB,Fife,,3600,3600
Carfin,55.8009,-3.9648,United Kingdom,GB,North Lanarkshire,,3600,3190
Boreham,51.7599,0.5420,United Kingdom,GB,Essex,,3597,3597
Parkgate,53.2960,-3.0850,United Kingdom,GB,Cheshire West and Chester,,3591,3591
Tain,57.8118,-4.0567,United Kingdom,GB,Highland,,3590,3590
Bottesford,52.9375,-0.8020,United Kingdom,GB,Leicestershire,,3587,3587
Elton,53.2766,-2.8168,United Kingdom,GB,Cheshire West and Chester,,3586,3586
Shawforth,53.6830,-2.1660,United Kingdom,GB,Lancashire,,3586,3586
West Parley,50.7860,-1.8860,United Kingdom,GB,Dorset,,3585,3585
Oughtibridge,53.4360,-1.5390,United Kingdom,GB,Sheffield,,3584,3584
Wilton,51.0800,-1.8640,United Kingdom,GB,Wiltshire,,3579,3579
Harthill,55.8603,-3.7493,United Kingdom,GB,North Lanarkshire,,3575,2620
Bawtry,53.4278,-1.0167,United Kingdom,GB,Nottinghamshire,,3573,3573
Yapton,50.8200,-0.6112,United Kingdom,GB,West Sussex,,3571,3571
Martham,52.7084,1.6328,United Kingdom,GB,Norfolk,,3569,3569
Limpsfield,51.2606,0.0119,United Kingdom,GB,Surrey,,3569,3569
Bramley,51.1930,-0.5580,United Kingdom,GB,Surrey,,3559,3559
Wisbech Saint Mary,52.6300,0.1000,United Kingdom,GB,Cambridgeshire,,3556,3556
Scarisbrick,53.6100,-2.9340,United Kingdom,GB,Lancashire,,3554,3554
Brockenhurst,50.8200,-1.5800,United Kingdom,GB,Hampshire,,3552,3552
Carisbrooke,50.6917,-1.3172,United Kingdom,GB,Isle of Wight,,3547,3547
Upton,53.6200,-1.2900,United Kingdom,GB,Wakefield,,3541,3541
Dreghorn,55.6072,-4.6169,United Kingdom,GB,North Ayrshire,,3540,3540
Marham,52.6608,0.5255,United Kingdom,GB,Norfolk,,3531,3531
Stamford Bridge,53.9890,-0.9125,United Kingdom,GB,East Riding of Yorkshire,,3528,3528
Box,51.4150,-2.2520,United Kingdom,GB,Wiltshire,,3525,3525
Kidwelly,51.7360,-4.3070,United Kingdom,GB,Carmarthenshire,,3523,3523
Mulbarton,52.5872,1.2253,United Kingdom,GB,Norfolk,,3521,3521
Auchinleck,55.4733,-4.2985,United Kingdom,GB,East Ayrshire,,3512,3512
Barkham,51.4020,-0.8760,United Kingdom,GB,Wokingham,,3511,3511
Bitton,51.4248,-2.4600,United Kingdom,GB,South Gloucestershire,,3509,3509
Cosby,52.5517,-1.1933,United Kingdom,GB,Leicestershire,,3506,3506
Whaplode,52.8002,-0.0370,United Kingdom,GB,Lincolnshire,,3505,3505
Moulton,52.7980,-0.0629,United Kingdom,GB,Lincolnshire,,3504,3504
Moulton Chapel,52.7463,-0.0841,United Kingdom,GB,Lincolnshire,,3504,3504
Cults,57.1187,-2.1739,United Kingdom,GB,Aberdeen City,,3500,3500
Marsden,53.6011,-1.9267,United Kingdom,GB,Kirklees,,3499,3499
Withnell,53.6900,-2.5550,United Kingdom,GB,Lancashire,,3498,3498
Congresbury,51.3677,-2.8109,United Kingdom,GB,North Somerset,,3497,3497
Melling,53.4950,-2.9270,United Kingdom,GB,Sefton,,3493,3493
Moreton in Marsh,51.9880,-1.7010,United Kingdom,GB,Gloucestershire,,3493,3493
Yelverton,50.4920,-4.0860,United Kingdom,GB,Devon,,3493,3493
Wollaston,52.2564,-0.6694,United Kingdom,GB,Northamptonshire,,3491,3491
Inverkip,55.9070,-4.8703,United Kingdom,GB,Inverclyde,,3490,3490
Denholme,53.8020,-1.8940,United Kingdom,GB,Bradford,,3489,3489
Pilsley,53.1550,-1.3660,United Kingdom,GB,Derbyshire,,3487,3487
Pentyrch,51.5288,-3.2973,United Kingdom,GB,Cardiff,,3483,3483
Arundel,50.8544,-0.5539,United Kingdom,GB,West Sussex,,3475,2803
Prestbury,53.2928,-2.1452,United Kingdom,GB,Cheshire East,,3471,3471
Clipstone,53.1700,-1.1073,United Kingdom,GB,Nottinghamshire,,3469,3469
Llanharan,51.5300,-3.4300,United Kingdom,GB,Rhondda Cynon Taff,,3465,3465
Skellingthorpe,53.2364,-0.6165,United Kingdom,GB,Lincolnshire,,3465,3465
Otford,51.3097,0.1866,United Kingdom,GB,Kent,,3465,3465
Neyland,51.7113,-4.9452,United Kingdom,GB,Pembrokeshire,,3464,3464
South Cerney,51.6710,-1.9320,United Kingdom,GB,Gloucestershire,,3464,3464
Alford,53.2600,0.1800,United Kingdom,GB,Lincolnshire,,3459,3459
Cholsey,51.5740,-1.1510,United Kingdom,GB,Oxfordshire,,3457,3457
Moulton,52.2892,-0.8491,United Kingdom,GB,Northamptonshire,,3454,3454
Redlynch,50.9880,-1.7120,United Kingdom,GB,Wiltshire,,3448,3448
Sway,50.7830,-1.6000,United Kingdom,GB,Hampshire,,3448,3448
Wootton,50.7263,-1.2321,United Kingdom,GB,Isle of Wight,,3447,3447
Water Orton,52.5170,-1.7360,United Kingdom,GB,Warwickshire,,3444,3444
Burton Joyce,52.9880,-1.0360,United Kingdom,GB,Nottinghamshire,,3443,3443
Nettleham,53.2662,-0.4877,United Kingdom,GB,Lincolnshire,,3437,3437
Gilfach Goch,51.5921,-3.4728,United Kingdom,GB,Rhondda Cynon Taff,,3436,3436
Gilberdike,53.7520,-0.7361,United Kingdom,GB,East Riding of Yorkshire,,3430,3430
Lytchett Matravers,50.7582,-2.0791,United Kingdom,GB,Dorset,,3424,3424
Wonersh,51.1983,-0.5468,United Kingdom,GB,Surrey,,3412,3412
Queenborough,51.4183,0.7450,United Kingdom,GB,Kent,,3407,3407
Boroughbridge,54.0950,-1.3980,United Kingdom,GB,North Yorkshire,,3405,3405
Avonmouth,51.5010,-2.6990,United Kingdom,GB,"Bristol, City of",,3402,3402
Bramhope,53.8829,-1.6095,United Kingdom,GB,Leeds,,3400,3400
Westerleigh,51.5100,-2.4300,United Kingdom,GB,South Gloucestershire,,3399,3399
Marston,51.7770,-1.2360,United Kingdom,GB,Oxfordshire,,3398,3398
Thorngumbald,53.7208,-0.1715,United Kingdom,GB,East Riding of Yorkshire,,3392,3392
Pen-y-cae,52.9990,-3.0730,United Kingdom,GB,Wrexham,,3389,3389
Kirkliston,55.9560,-3.4030,United Kingdom,GB,"Edinburgh, City of",,3386,3386
Chapel Saint Leonards,53.2230,0.3365,United Kingdom,GB,Lincolnshire,,3384,3384
Glemsford,52.1000,0.6690,United Kingdom,GB,Suffolk,,3382,3382
Benllech,53.3216,-4.2257,United Kingdom,GB,Isle of Anglesey,,3382,2332
Swillington,53.7680,-1.4201,United Kingdom,GB,Leeds,,3381,3381
New Buildings,54.9580,-7.3550,United Kingdom,GB,Derry and Strabane,,3381,3381
Llanbadarn-fawr,52.4080,-4.0600,United Kingdom,GB,Ceredigion,,3380,3380
Menai Bridge,53.2300,-4.1600,United Kingdom,GB,Gwynedd,,3376,3376
Bilsthorpe,53.1333,-1.0333,United Kingdom,GB,Nottinghamshire,,3375,3375
Bloxham,52.0180,-1.3750,United Kingdom,GB,Oxfordshire,,3374,3374
Lenham,51.2380,0.7160,United Kingdom,GB,Kent,,3370,3370
South Petherton,50.9490,-2.8090,United Kingdom,GB,Somerset,,3367,3367
Takeley,51.8680,0.2660,United Kingdom,GB,Essex,,3367,3367
Saundersfoot,51.7110,-4.7000,United Kingdom,GB,Pembrokeshire,,3361,3361
Darvel,55.6100,-4.2809,United Kingdom,GB,East Ayrshire,,3361,3361
Washingborough,53.2233,-0.4744,United Kingdom,GB,Lincolnshire,,3356,3356
Saint Asaph,53.2580,-3.4420,United Kingdom,GB,Denbighshire,,3355,3355
Heckington,52.9820,-0.3040,United Kingdom,GB,Lincolnshire,,3353,3353
Kirkcudbright,54.8320,-4.0480,United Kingdom,GB,Dumfries and Galloway,,3352,3352
Clackmannan,56.1070,-3.7490,United Kingdom,GB,Clackmannanshire,,3348,3240
Codicote,51.8500,-0.2360,United Kingdom,GB,Hertfordshire,,3344,3344
Haddenham,52.3580,0.1490,United Kingdom,GB,Cambridgeshire,,3344,3344
West Bergholt,51.9100,0.8500,United Kingdom,GB,Essex,,3344,3344
Buxted,50.9900,0.1300,United Kingdom,GB,East Sussex,,3343,3343
Framlingham,52.2221,1.3434,United Kingdom,GB,Suffolk,,3342,3342
Leverington,52.6822,0.1359,United Kingdom,GB,Lincolnshire,,3339,3339
Lowdham,53.0090,-1.0010,United Kingdom,GB,Nottinghamshire,,3334,3334
Buckfastleigh,50.4800,-3.7800,United Kingdom,GB,Devon,,3326,3326
Llanrwst,53.1370,-3.7950,United Kingdom,GB,Conwy,,3323,3323
Wedmore,51.2260,-2.8100,United Kingdom,GB,Somerset,,3318,3318
Blofield,52.6350,1.4480,United Kingdom,GB,Norfolk,,3316,3316
West Chiltington,50.9556,-0.4490,United Kingdom,GB,West Sussex,,3315,3315
Boughton Monchelsea,51.2293,0.5312,United Kingdom,GB,Kent,,3313,3313
Burghill,52.1000,-2.7666,United Kingdom,GB,Herefordshire,,3309,3309
West Wellow,50.9750,-1.5780,United Kingdom,GB,Hampshire,,3308,3308
East Peckham,51.2200,0.3800,United Kingdom,GB,Kent,,3306,3306
Bourton on the Water,51.8860,-1.7590,United Kingdom,GB,Gloucestershire,,3296,3296
Nottage,51.4910,-3.7116,United Kingdom,GB,Bridgend,,3293,3293
Ashfordby,52.7600,-0.9600,United Kingdom,GB,Leicestershire,,3286,3286
Newtonhill,57.0320,-2.1500,United Kingdom,GB,Aberdeenshire,,3284,3140
Pegswood,55.1798,-1.6442,United Kingdom,GB,Northumberland,,3280,3280
Hemsby,52.6976,1.6911,United Kingdom,GB,Norfolk,,3275,3275
Gobowen,52.8960,-3.0380,United Kingdom,GB,Shropshire,,3270,3270
Wilstead,52.0666,-0.4333,United Kingdom,GB,Bedford,,3270,3270
Cuckfield,51.0096,-0.1407,United Kingdom,GB,West Sussex,,3266,3266
Crosskeys,51.6169,-3.1207,United Kingdom,GB,Caerphilly,,3265,3265
Towyn,52.5820,-4.0890,United Kingdom,GB,Gwynedd,,3264,3264
Barlborough,53.2870,-1.2870,United Kingdom,GB,Derbyshire,,3261,3261
Laceby,53.5410,-0.1680,United Kingdom,GB,North East Lincolnshire,,3259,3259
Preston,53.7566,-0.1969,United Kingdom,GB,East Riding of Yorkshire,,3258,3258
Bishopston,51.5750,-4.0510,United Kingdom,GB,Swansea,,3251,3251
Gamlingay,52.1579,-0.1946,United Kingdom,GB,Cambridgeshire,,3247,3247
Little Paxton,52.2500,-0.2500,United Kingdom,GB,Cambridgeshire,,3244,3244
Headcorn,51.1695,0.6203,United Kingdom,GB,Kent,,3241,3241
Bishopthorpe,53.9187,-1.1008,United Kingdom,GB,York,,3237,3237
Fairford,51.7080,-1.7850,United Kingdom,GB,Gloucestershire,,3236,3236
Thurston,52.2499,0.8259,United Kingdom,GB,Suffolk,,3232,3232
Rossett,53.1090,-2.9450,United Kingdom,GB,Wrexham,,3231,3231
Mid Calder,55.8918,-3.4810,United Kingdom,GB,"Edinburgh, City of",,3230,3230
Pontesbury,52.6490,-2.8880,United Kingdom,GB,Shropshire,,3227,3227
Hendy,51.7130,-4.0570,United Kingdom,GB,Carmarthenshire,,3226,3226
Cambusbarron,56.1090,-3.9680,United Kingdom,GB,Stirling,,3224,3224
Law,55.7501,-3.8826,United Kingdom,GB,South Lanarkshire,,3223,3220
Endon,53.0788,-2.1112,United Kingdom,GB,Staffordshire,,3221,3221
Chestfield,51.3550,1.0640,United Kingdom,GB,Kent,,3214,3214
Rotherfield,51.0460,0.2192,United Kingdom,GB,East Sussex,,3208,3208
Goudhurst,51.1112,0.4636,United Kingdom,GB,Kent,,3204,3204
Swalwell,54.9540,-1.6840,United Kingdom,GB,Gateshead,,3200,3200
Malvern Wells,52.0785,-2.3324,United Kingdom,GB,Worcestershire,,3196,3196
Alyth,56.6231,-3.2320,United Kingdom,GB,Perth and Kinross,,3193,2400
Treeton,53.3845,-1.3513,United Kingdom,GB,Rotherham,,3189,3189
Long Lawford,52.3841,-1.3020,United Kingdom,GB,Warwickshire,,3180,3180
Knighton,52.3440,-3.0490,United Kingdom,GB,Shropshire,,3172,3172
Holme upon Spalding Moor,53.8365,-0.7782,United Kingdom,GB,East Riding of Yorkshire,,3172,3172
Bream,51.7498,-2.5740,United Kingdom,GB,Gloucestershire,,3171,3171
Alderholt,50.9133,-1.8317,United Kingdom,GB,Dorset,,3171,3171
Harrington,54.6120,-3.5650,United Kingdom,GB,Cumbria,,3167,3167
Kingsclere,51.3260,-1.2442,United Kingdom,GB,Hampshire,,3164,3164
Maerdy,51.6727,-3.4833,United Kingdom,GB,Rhondda Cynon Taff,,3160,3160
